ProductKey,Product,Standard Cost,Color,List Price,Model,Subcategory,Category,SKU
422,LL Road Rear Wheel,49.9789,Black,112.565,LL Road Rear Wheel,Wheels,Components,RW-R623
423,ML Road Rear Wheel,122.2709,Black,275.385,ML Road Rear Wheel,Wheels,Components,RW-R762
424,HL Road Rear Wheel,158.5346,Black,357.06,HL Road Rear Wheel,Wheels,Components,RW-R820
425,Touring Rear Wheel,108.7844,Black,245.01,Touring Rear Wheel,Wheels,Components,RW-T905
426,"ML Mountain Frame - Black, 40",185.8193,Black,348.76,ML Mountain Frame,Mountain Frames,Components,FR-M63B-40
427,"ML Mountain Frame - Black, 44",185.8193,Black,348.76,ML Mountain Frame,Mountain Frames,Components,FR-M63B-44
428,"ML Mountain Frame - Black, 48",185.8193,Black,348.76,ML Mountain Frame,Mountain Frames,Components,FR-M63B-48
437,"HL Road Frame - Black, 62",722.2568,Black,1301.3636,HL Road Frame,Road Frames,Components,FR-R92B-62
438,"HL Road Frame - Black, 62",868.6342,Black,1431.5,HL Road Frame,Road Frames,Components,FR-R92B-62
439,"HL Road Frame - Black, 44",722.2568,Black,1301.3636,HL Road Frame,Road Frames,Components,FR-R92B-44
440,"HL Road Frame - Black, 44",868.6342,Black,1431.5,HL Road Frame,Road Frames,Components,FR-R92B-44
441,"HL Road Frame - Black, 48",722.2568,Black,1301.3636,HL Road Frame,Road Frames,Components,FR-R92B-48
442,"HL Road Frame - Black, 48",868.6342,Black,1431.5,HL Road Frame,Road Frames,Components,FR-R92B-48
443,"HL Road Frame - Black, 52",722.2568,Black,1301.3636,HL Road Frame,Road Frames,Components,FR-R92B-52
444,"HL Road Frame - Black, 52",868.6342,Black,1431.5,HL Road Frame,Road Frames,Components,FR-R92B-52
445,"Men's Sports Shorts, S",24.7459,Black,59.99,Men's Sports Shorts,Shorts,Clothing,SH-M897-S
453,"Men's Sports Shorts, M",24.7459,Black,59.99,Men's Sports Shorts,Shorts,Clothing,SH-M897-M
454,"Men's Sports Shorts, L",24.7459,Black,59.99,Men's Sports Shorts,Shorts,Clothing,SH-M897-L
455,"Men's Sports Shorts, XL",24.7459,Black,59.99,Men's Sports Shorts,Shorts,Clothing,SH-M897-X
456,"Women's Tights, S",30.9334,Black,74.99,Women's Tights,Tights,Clothing,TG-W091-S
457,"Women's Tights, M",30.9334,Black,74.99,Women's Tights,Tights,Clothing,TG-W091-M
458,"Women's Tights, L",30.9334,Black,74.99,Women's Tights,Tights,Clothing,TG-W091-L
462,"Half-Finger Gloves, S",9.7136,Black,23.5481,Half-Finger Gloves,Gloves,Clothing,GL-H102-S
463,"Half-Finger Gloves, S",9.1593,Black,24.49,Half-Finger Gloves,Gloves,Clothing,GL-H102-S
464,"Half-Finger Gloves, M",9.7136,Black,23.5481,Half-Finger Gloves,Gloves,Clothing,GL-H102-M
465,"Half-Finger Gloves, M",9.1593,Black,24.49,Half-Finger Gloves,Gloves,Clothing,GL-H102-M
466,"Half-Finger Gloves, L",9.7136,Black,23.5481,Half-Finger Gloves,Gloves,Clothing,GL-H102-L
467,"Half-Finger Gloves, L",9.1593,Black,24.49,Half-Finger Gloves,Gloves,Clothing,GL-H102-L
468,"Full-Finger Gloves, S",15.6709,Black,37.99,Full-Finger Gloves,Gloves,Clothing,GL-F110-S
469,"Full-Finger Gloves, M",15.6709,Black,37.99,Full-Finger Gloves,Gloves,Clothing,GL-F110-M
470,"Full-Finger Gloves, L",15.6709,Black,37.99,Full-Finger Gloves,Gloves,Clothing,GL-F110-L
474,"Women's Mountain Shorts, S",26.1763,Black,69.99,Women's Mountain Shorts,Shorts,Clothing,SH-W890-S
475,"Women's Mountain Shorts, M",26.1763,Black,69.99,Women's Mountain Shorts,Shorts,Clothing,SH-W890-M
476,"Women's Mountain Shorts, L",26.1763,Black,69.99,Women's Mountain Shorts,Shorts,Clothing,SH-W890-L
531,"LL Mountain Frame - Black, 42",136.785,Black,249.79,LL Mountain Frame,Mountain Frames,Components,FR-M21B-42
532,"LL Mountain Frame - Black, 44",136.785,Black,249.79,LL Mountain Frame,Mountain Frames,Components,FR-M21B-44
533,"LL Mountain Frame - Black, 48",136.785,Black,249.79,LL Mountain Frame,Mountain Frames,Components,FR-M21B-48
534,"LL Mountain Frame - Black, 52",136.785,Black,249.79,LL Mountain Frame,Mountain Frames,Components,FR-M21B-52
550,"LL Mountain Frame - Black, 40",136.785,Black,249.79,LL Mountain Frame,Mountain Frames,Components,FR-M21B-40
556,LL Crankset,77.9176,Black,175.49,LL Crankset,Cranksets,Components,CS-4759
557,ML Crankset,113.8816,Black,256.49,ML Crankset,Cranksets,Components,CS-6583
558,HL Crankset,179.8156,Black,404.99,HL Crankset,Cranksets,Components,CS-9183
584,"Road-750 Black, 58",343.6496,Black,539.99,Road-750,Road Bikes,Bikes,BK-R19B-58
596,"Mountain-500 Black, 40",294.5797,Black,539.99,Mountain-500,Mountain Bikes,Bikes,BK-M18B-40
597,"Mountain-500 Black, 42",294.5797,Black,539.99,Mountain-500,Mountain Bikes,Bikes,BK-M18B-42
598,"Mountain-500 Black, 44",294.5797,Black,539.99,Mountain-500,Mountain Bikes,Bikes,BK-M18B-44
599,"Mountain-500 Black, 48",294.5797,Black,539.99,Mountain-500,Mountain Bikes,Bikes,BK-M18B-48
600,"Mountain-500 Black, 52",294.5797,Black,539.99,Mountain-500,Mountain Bikes,Bikes,BK-M18B-52
604,"Road-750 Black, 44",343.6496,Black,539.99,Road-750,Road Bikes,Bikes,BK-R19B-44
605,"Road-750 Black, 48",343.6496,Black,539.99,Road-750,Road Bikes,Bikes,BK-R19B-48
606,"Road-750 Black, 52",343.6496,Black,539.99,Road-750,Road Bikes,Bikes,BK-R19B-52
211,"HL Road Frame - Red, 58",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-58
212,"Sport-100 Helmet, Red",12.0278,Red,33.6442,Sport-100,Helmets,Accessories,HL-U509-R
213,"Sport-100 Helmet, Red",13.8782,Red,33.6442,Sport-100,Helmets,Accessories,HL-U509-R
214,"Sport-100 Helmet, Red",13.0863,Red,34.99,Sport-100,Helmets,Accessories,HL-U509-R
218,"Mountain Bike Socks, M",3.3963,White,9.5,Mountain Bike Socks,Socks,Clothing,SO-B909-M
219,"Mountain Bike Socks, L",3.3963,White,9.5,Mountain Bike Socks,Socks,Clothing,SO-B909-L
220,"Sport-100 Helmet, Blue",12.0278,Blue,33.6442,Sport-100,Helmets,Accessories,HL-U509-B
221,"Sport-100 Helmet, Blue",13.8782,Blue,33.6442,Sport-100,Helmets,Accessories,HL-U509-B
222,"Sport-100 Helmet, Blue",13.0863,Blue,34.99,Sport-100,Helmets,Accessories,HL-U509-B
223,AWC Logo Cap,5.7052,Multi,8.6442,Cycling Cap,Caps,Clothing,CA-1098
224,AWC Logo Cap,5.2297,Multi,8.6442,Cycling Cap,Caps,Clothing,CA-1098
225,AWC Logo Cap,6.9223,Multi,8.99,Cycling Cap,Caps,Clothing,CA-1098
226,"Long-Sleeve Logo Jersey, S",31.7244,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-S
227,"Long-Sleeve Logo Jersey, S",29.0807,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-S
228,"Long-Sleeve Logo Jersey, S",38.4923,Multi,49.99,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-S
229,"Long-Sleeve Logo Jersey, M",31.7244,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-M
230,"Long-Sleeve Logo Jersey, M",29.0807,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-M
231,"Long-Sleeve Logo Jersey, M",38.4923,Multi,49.99,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-M
232,"Long-Sleeve Logo Jersey, L",31.7244,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-L
233,"Long-Sleeve Logo Jersey, L",29.0807,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-L
234,"Long-Sleeve Logo Jersey, L",38.4923,Multi,49.99,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-L
235,"Long-Sleeve Logo Jersey, XL",31.7244,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-X
236,"Long-Sleeve Logo Jersey, XL",29.0807,Multi,48.0673,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-X
237,"Long-Sleeve Logo Jersey, XL",38.4923,Multi,49.99,Long-Sleeve Logo Jersey,Jerseys,Clothing,LJ-0192-X
238,"HL Road Frame - Red, 62",747.9682,Red,1263.4598,HL Road Frame,Road Frames,Components,FR-R92R-62
239,"HL Road Frame - Red, 62",722.2568,Red,1301.3636,HL Road Frame,Road Frames,Components,FR-R92R-62
240,"HL Road Frame - Red, 62",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-62
241,"HL Road Frame - Red, 44",747.9682,Red,1263.4598,HL Road Frame,Road Frames,Components,FR-R92R-44
242,"HL Road Frame - Red, 44",722.2568,Red,1301.3636,HL Road Frame,Road Frames,Components,FR-R92R-44
243,"HL Road Frame - Red, 44",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-44
244,"HL Road Frame - Red, 48",747.9682,Red,1263.4598,HL Road Frame,Road Frames,Components,FR-R92R-48
245,"HL Road Frame - Red, 48",722.2568,Red,1301.3636,HL Road Frame,Road Frames,Components,FR-R92R-48
246,"HL Road Frame - Red, 48",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-48
247,"HL Road Frame - Red, 52",747.9682,Red,1263.4598,HL Road Frame,Road Frames,Components,FR-R92R-52
248,"HL Road Frame - Red, 52",722.2568,Red,1301.3636,HL Road Frame,Road Frames,Components,FR-R92R-52
249,"HL Road Frame - Red, 52",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-52
250,"HL Road Frame - Red, 56",747.9682,Red,1263.4598,HL Road Frame,Road Frames,Components,FR-R92R-56
251,"HL Road Frame - Red, 56",722.2568,Red,1301.3636,HL Road Frame,Road Frames,Components,FR-R92R-56
252,"HL Road Frame - Red, 56",868.6342,Red,1431.5,HL Road Frame,Road Frames,Components,FR-R92R-56
262,"LL Road Frame - Red, 44",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-44
263,"LL Road Frame - Red, 44",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-44
264,"LL Road Frame - Red, 48",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-48
265,"LL Road Frame - Red, 48",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-48
266,"LL Road Frame - Red, 52",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-52
267,"LL Road Frame - Red, 52",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-52
268,"LL Road Frame - Red, 58",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-58
269,"LL Road Frame - Red, 58",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-58
270,"LL Road Frame - Red, 60",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-60
271,"LL Road Frame - Red, 60",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-60
272,"LL Road Frame - Red, 62",181.4857,Red,306.5636,LL Road Frame,Road Frames,Components,FR-R38R-62
273,"LL Road Frame - Red, 62",187.1571,Red,337.22,LL Road Frame,Road Frames,Components,FR-R38R-62
274,"ML Road Frame - Red, 44",352.1394,Red,594.83,ML Road Frame,Road Frames,Components,FR-R72R-44
275,"ML Road Frame - Red, 48",352.1394,Red,594.83,ML Road Frame,Road Frames,Components,FR-R72R-48
276,"ML Road Frame - Red, 52",352.1394,Red,594.83,ML Road Frame,Road Frames,Components,FR-R72R-52
277,"ML Road Frame - Red, 58",352.1394,Red,594.83,ML Road Frame,Road Frames,Components,FR-R72R-58
278,"ML Road Frame - Red, 60",352.1394,Red,594.83,ML Road Frame,Road Frames,Components,FR-R72R-60
288,"HL Mountain Frame - Silver, 42",623.8403,Silver,1204.3248,HL Mountain Frame,Mountain Frames,Components,FR-M94S-42
289,"HL Mountain Frame - Silver, 42",660.9142,Silver,1240.4545,HL Mountain Frame,Mountain Frames,Components,FR-M94S-42
290,"HL Mountain Frame - Silver, 42",747.2002,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-42
291,"HL Mountain Frame - Silver, 44",706.811,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-44
292,"HL Mountain Frame - Silver, 48",706.811,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-52
293,"HL Mountain Frame - Silver, 46",623.8403,Silver,1204.3248,HL Mountain Frame,Mountain Frames,Components,FR-M94S-46
294,"HL Mountain Frame - Silver, 46",660.9142,Silver,1240.4545,HL Mountain Frame,Mountain Frames,Components,FR-M94S-46
295,"HL Mountain Frame - Silver, 46",747.2002,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-46
307,"HL Mountain Frame - Silver, 38",623.8403,Silver,1204.3248,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
308,"HL Mountain Frame - Silver, 38",660.9142,Silver,1240.4545,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
309,"HL Mountain Frame - Silver, 38",747.2002,Silver,1364.5,HL Mountain Frame,Mountain Frames,Components,FR-M94S-38
310,"Road-150 Red, 62",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-62
311,"Road-150 Red, 44",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-44
312,"Road-150 Red, 48",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-48
313,"Road-150 Red, 52",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-52
314,"Road-150 Red, 56",2171.2942,Red,3578.27,Road-150,Road Bikes,Bikes,BK-R93R-56
315,"Road-450 Red, 58",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-58
316,"Road-450 Red, 60",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-60
317,"Road-450 Red, 44",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-44
318,"Road-450 Red, 48",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-48
319,"Road-450 Red, 52",884.7083,Red,1457.99,Road-450,Road Bikes,Bikes,BK-R68R-52
320,"Road-650 Red, 58",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-58
321,"Road-650 Red, 58",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-58
322,"Road-650 Red, 60",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-60
323,"Road-650 Red, 60",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-60
324,"Road-650 Red, 62",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-62
325,"Road-650 Red, 62",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-62
326,"Road-650 Red, 44",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-44
327,"Road-650 Red, 44",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-44
328,"Road-650 Red, 48",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-48
329,"Road-650 Red, 48",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-48
330,"Road-650 Red, 52",413.1463,Red,699.0982,Road-650,Road Bikes,Bikes,BK-R50R-52
331,"Road-650 Red, 52",486.7066,Red,782.99,Road-650,Road Bikes,Bikes,BK-R50R-52
344,"Mountain-100 Silver, 38",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-38
345,"Mountain-100 Silver, 42",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-42
346,"Mountain-100 Silver, 44",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-44
347,"Mountain-100 Silver, 48",1912.1544,Silver,3399.99,Mountain-100,Mountain Bikes,Bikes,BK-M82S-48
352,"Mountain-200 Silver, 38",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-38
353,"Mountain-200 Silver, 38",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-38
354,"Mountain-200 Silver, 42",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-42
355,"Mountain-200 Silver, 42",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-42
356,"Mountain-200 Silver, 46",1117.8559,Silver,2071.4196,Mountain-200,Mountain Bikes,Bikes,BK-M68S-46
357,"Mountain-200 Silver, 46",1265.6195,Silver,2319.99,Mountain-200,Mountain Bikes,Bikes,BK-M68S-46
368,"Road-250 Red, 44",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-44
369,"Road-250 Red, 48",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-48
370,"Road-250 Red, 52",1518.7864,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-52
371,"Road-250 Red, 58",1320.6838,Red,2181.5625,Road-250,Road Bikes,Bikes,BK-R89R-58
372,"Road-250 Red, 58",1554.9479,Red,2443.35,Road-250,Road Bikes,Bikes,BK-R89R-58
381,"Road-550-W Yellow, 38",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-38
382,"Road-550-W Yellow, 38",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-38
383,"Road-550-W Yellow, 40",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-40
384,"Road-550-W Yellow, 40",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-40
385,"Road-550-W Yellow, 42",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-42
386,"Road-550-W Yellow, 42",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-42
387,"Road-550-W Yellow, 44",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-44
388,"Road-550-W Yellow, 44",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-44
389,"Road-550-W Yellow, 48",605.6492,Yellow,1000.4375,Road-550-W,Road Bikes,Bikes,BK-R64Y-48
390,"Road-550-W Yellow, 48",713.0798,Yellow,1120.49,Road-550-W,Road Bikes,Bikes,BK-R64Y-48
